,Unnamed: 0,index,CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,5,4,3,2,1,Brand,Name,Color,Price
128,128,796,7139085-329,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Bungee;Hook and Loop;Slip-On,Women,Mesh;Nubuck;Suede,Round Toe,8034692-183092,7977656-356381,7856995-409,8094835-151,7139085-84,,,,
129,129,800,7140341-72,Shoes,Sneakers and Athletic Shoes,,,Buckle,Girls,Leather;Patent Leather,,8034692-183092,7979503-372147,7843526-372071,7813327-9,7139085-329,,,,
130,130,811,7141595-22652,Shoes,Sneakers and Athletic Shoes,,EVA;Polyurethane;Removable,Lace up,Men,Leather;Mesh;Rubber,,8058707-133342,7976997-87769,8058571-23021,7976710-380966,7140341-72,Timberland PRO,Mudsill Low Steel Toe,Grease Black Oiled,109.95
131,131,812,7141595-56581,Shoes,Sneakers and Athletic Shoes,,EVA;Polyurethane;Removable,Lace up,Men,Leather;Mesh;Rubber,,8067873-28814,7976607-355778,7152964-363221,7950947-389946,7141595-22652,Timberland PRO,Mudsill Low Steel Toe,Grease Black Oiled,109.95
132,132,813,7141659-351223,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Leather;Suede,,7802931-371535,7336743-3,8060497-275,7315034-3,7141595-56581,Gola,Harrier,Ash/Ecru,100.00
133,133,815,7142409-372310,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Hook and Loop;Lace up,Men,Leather;Suede,,7997010-460,7410997-349001,7170383-2906,7645156-259073,7141659-351223,,,,
134,134,816,7142646-151,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Lace;Leather,Round Toe,7296120-1834,7973627-3,7801399-32063,8053587-8326,7142409-372310,adidas,World Cup 2022 Official Emblem Polo,Talc,35.50
135,135,817,7144144-151,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Leather;Rubber,,7879262-320809,7555066-3,7975970-390448,7631865-78224,7142646-151,Converse,Jack Purcell 1st in Class - Ox,Black/White/Black,64.95
136,136,818,7144144-751,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Leather;Rubber,,7765346-744,7975704-355280,7730159-47932,7993027-603,7144144-151,Converse,Jack Purcell 1st in Class - Ox,Black/White/Black,64.95
137,137,855,7148830-750,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Men;Women,Faux Leather;Synthetic,Round Toe,7296120-1834,7719822-263284,7826901-3,7987696-151,7144144-751,,,,
138,138,869,7149876-2971,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Women,Suede,,7548891-375065,8071780-389276,8036329-13478,8118229-405177,7148830-750,,,,
139,139,870,7149880-7041,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Suede,,7997010-460,8088908-9,7824686-364221,8023942-68866,7149876-2971,,,,
140,140,871,7149880-32938,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Suede,,7896178-328376,7862354-355611,8034464-8326,7841121-308775,7149880-7041,,,,
141,141,901,7152964-363221,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men;Women,Suede,Round Toe;Closed Toe,7548891-375065,8024002-371122,8126155-2247,7975663-389041,7149880-32938,,,,
142,142,902,7152964-367857,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men;Women,Suede,Round Toe;Closed Toe,7919188-334676,7979820-357057,108000-585,7998948-8,7152964-363221,,,,
143,143,903,7153332-1388,Shoes,Sneakers and Athletic Shoes,,Polyurethane;Removable,Lace up,Women,Leather;Rubber,Round Toe,7975680-167163,8034733-227023,7929790-390323,7963698-357693,7152964-367857,,,,
144,144,919,7155689-7548,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men;Women,Lace;Leather;Synthetic,Round Toe,7997010-460,8085793-3,7864574-350924,7225188-18276,7153332-1388,,,,
145,145,920,7155691-7548,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Lace;Polyurethane;Synthetic,Round Toe,7548891-375065,7606593-368245,7878791-353838,7879406-356183,7155689-7548,,,,
146,146,921,7155838-341306,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded,Lace up,Men,Leather;Mesh;Rubber,,8067873-28814,7756789-22538,7960588-3,7887584-183092,7155691-7548,Reebok Lifestyle,Pump Omni Zone II,White/Pure Grey/Hint Mint,160.00
147,147,922,7155838-373316,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded,Lace up,Men,Leather;Mesh;Rubber,,7594567-289850,7983902-358491,7805122-368494,7978729-370357,7155838-341306,Reebok Lifestyle,Pump Omni Zone II,White/Pure Grey/Hint Mint,160.00
148,148,923,7155963-18,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7885702-920,7884069-164129,8067344-513,8000211-2713,7155838-373316,,,,
149,149,924,7155963-275,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7898404-329101,7555060-3,7796539-356630,7673191-11,7155963-18,,,,
150,150,925,7155963-396,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7911245-1001,7977790-1843,7696049-377700,7655099-55054,7155963-275,,,,
151,151,926,7155963-790,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7997010-460,7882063-21440,7927962-151,7819452-300813,7155963-396,,,,
152,152,927,7155963-955,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7594567-289850,7610635-4720,8097763-275,7979349-356976,7155963-790,,,,
153,153,928,7155963-2295,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7931183-9,8029778-7778,7990363-360506,7977325-356168,7155963-955,,,,
154,154,929,7155963-18055,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7873471-317771,7978220-387399,7886350-1151,7883255-357959,7155963-2295,,,,
155,155,930,7155963-66263,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,8034692-183092,7987007-568,126799-13679,7549521-372157,7155963-18055,,,,
156,156,931,7155963-76561,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men;Women,Canvas,,8034692-183092,7862570-314728,7162892-144,7978945-6583,7155963-66263,,,,
157,157,932,7155963-102360,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men;Women,Canvas,,8034692-183092,7972922-12293,7975761-3,7991351-122621,7155963-76561,,,,
158,158,933,7155963-120668,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7594567-289850,8074319-133653,7980011-151,7793240-370007,7155963-102360,,,,
159,159,934,7155963-123085,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7925401-337485,8013370-367318,8011100-138608,8025318-529,7155963-120668,,,,
160,160,935,7155963-144778,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7997010-460,7960722-136,7925348-337427,7783095-500,7155963-123085,,,,
161,161,936,7155963-146564,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men;Women,Canvas,,7879262-320809,8013538-367465,7995860-3,7242087-123699,7155963-144778,,,,
162,162,937,7155963-197567,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7885702-920,7892660-326690,7918684-3,7987965-3,7155963-146564,,,,
163,163,938,7155963-223713,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,,7764678-367902,8025495-3548,8064841-3,7965785-385296,7155963-197567,,,,
164,164,939,7155963-236018,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber,Capped Toe,7997010-460,8067312-911,7984924-29674,7979513-356901,7155963-223713,,,,
165,165,940,7156062-151,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men;Women,Canvas,,8034692-183092,7804786-123681,7897471-43,7999728-3454,7155963-236018,,,,
166,166,941,7156062-513,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men;Women,Canvas,,7997010-460,7971945-369369,7987210-46658,7956895-347831,7156062-151,,,,
167,167,942,7156062-1001,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men;Women,Canvas,,7212985-42243,7893460-156329,8106277-3,8018377-742,7156062-513,,,,
168,168,965,7159120-16740,Shoes,Sneakers and Athletic Shoes,,,,Men,Rubber,,7898404-329101,7966122-366876,7241786-389071,7998955-3,7156062-1001,,,,
169,169,970,7160197-17460,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Cordura;Nubuck,,7879262-320809,8067042-386540,7548592-374586,8026486-353843,7159120-16740,,,,
170,170,971,7160197-69241,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Cordura;Nubuck,,7919188-334676,8022109-754,7983245-358191,7983902-358491,7160197-17460,,,,
171,171,972,7160197-183092,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Cordura;Nubuck,,7764678-367902,8058993-3,7925601-337656,7817143-355587,7160197-69241,,,,
172,172,983,7160701-1001,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Men,Full-grain leather;Leather,,7978222-69638,7795729-121899,8025329-3449,7879254-370437,7160197-183092,,,,
173,173,984,7160701-183092,Shoes,Sneakers and Athletic Shoes,,Removable,Lace up,Men,Full-grain leather;Leather,,7805858-182439,8079629-421583,7864635-426650,8036488-67279,7160701-1001,,,,
174,174,1020,7161897-3053,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop,Men;Women,Rubber;Synthetic,,7997010-460,8016379-387990,8031120-356934,7535378-3,7160701-183092,adidas Outdoor Kids,Five Ten Freerider VCS (Little Kid/Big Kid),Wonder Taupe/Grey/Solar Gold,62.20
175,175,1021,7161901-158,Shoes,Sneakers and Athletic Shoes,,,,Men;Women,Leather,,8034692-183092,7648528-72,7971586-29629,8051922-6,7161897-3053,,,,
176,176,1022,7161902-585,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men;Women,Leather,,7764678-367902,7976086-355531,8020748-366994,7942120-144,7161901-158,,,,
177,177,1023,7161903-4734,Shoes,Sneakers and Athletic Shoes,,Leather,Slip-On,Men;Women,Leather,,7879262-320809,7648312-360248,7702162-911,107999-585,7161902-585,,,,
178,178,1031,7162892-139,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,8034692-183092,7390004-57286,7379191-212720,8067277-151,7161903-4734,,,,
179,179,1032,7162892-144,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,7878788-356662,7978945-12085,7188222-46276,8032227-432,7162892-139,,,,
180,180,1033,7162892-408,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,7296120-1834,7975913-355430,7971741-385467,8010727-366623,7162892-144,,,,
181,181,1034,7162892-487,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,7765346-744,7911246-742,8034693-273286,7755924-67762,7162892-408,,,,
182,182,1035,7162892-7914,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,7764678-367902,7618591-16335,8051932-184651,7976315-152564,7162892-487,,,,
183,183,1036,7162892-12919,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,8034692-183092,7942159-6,8025532-164,7604314-222752,7162892-7914,,,,
184,184,1037,7162892-19513,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,7997010-460,7980038-6583,7769260-12913,7983019-336,7162892-12919,,,,
185,185,1038,7162892-28732,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,7931183-9,7534306-238635,7992997-275,8057866-920,7162892-19513,,,,
186,186,1039,7162892-91522,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,7764678-367902,7996979-363127,8058055-956,7980625-158,7162892-28732,,,,
187,187,1040,7162892-107169,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,8063919-384953,7928195-339017,7885692-755,7525603-262214,7162892-91522,,,,
188,188,1041,7162892-202567,Shoes,Sneakers and Athletic Shoes,Flat,Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,8067873-28814,7908850-12309,7706784-911,7926018-3,7162892-107169,,,,
189,189,1042,7162892-301722,Shoes,Sneakers and Athletic Shoes,Flat,Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,7548891-375065,7971741-369312,7971945-353509,7706100-11421,7162892-202567,,,,
190,190,1043,7162892-330362,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Removable,Lace up,Men;Women,Canvas;Lace;Leather;Rubber;Tweed,,7997010-460,8068138-387167,8036331-198919,8040043-401,7162892-301722,,,,
191,191,1044,7162892-376070,Shoes,Sneakers and Athletic Shoes,Flat,Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,8067873-28814,7931232-3,8103923-388307,8012384-7985,7162892-330362,,,,
192,192,1045,7162892-392381,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,8021786-370577,7931267-9,7648260-366912,8081316-2184,7162892-376070,,,,
193,193,1046,7162892-392382,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,7898404-329101,7568447-20502,7999494-28839,8053587-8326,7162892-392381,,,,
194,194,1047,7162892-392385,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men;Women,Canvas;Leather;Tweed,,7898404-329101,7844484-2557,7724822-67279,8017863-5716,7162892-392382,,,,
195,195,1048,7163175-12829,Shoes,Sneakers and Athletic Shoes,,,,Girls,,,7885702-920,8036331-198919,8078967-607,8085778-394798,7162892-392385,,,,
196,196,1049,7163184-38877,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Boys;Girls,Canvas,,7997010-460,7970321-377369,7921331-322402,7925386-370352,7163175-12829,Vans Kids,Classic Slip-On Core (Toddler),(Checkerboard) Black/Pewter,34.20
197,197,1050,7163184-135957,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Boys;Girls,Canvas,,7898404-329101,7883352-6,7888483-158,7977894-158,7163184-38877,Vans Kids,Classic Slip-On Core (Toddler),(Checkerboard) Black/Pewter,34.20
198,198,1051,7163184-183092,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Boys;Girls,Canvas,,7885702-920,7978001-370686,8085790-9,7728400-744,7163184-135957,Vans Kids,Classic Slip-On Core (Toddler),(Checkerboard) Black/Pewter,34.20
199,199,1052,7163184-294377,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Boys;Girls,Canvas,,8034692-183092,8036450-389261,7901784-330227,8034700-16197,7163184-183092,Vans Kids,Classic Slip-On Core (Toddler),(Checkerboard) Black/Pewter,34.20
200,200,1053,7163184-294378,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Boys;Girls,Canvas,,8034692-183092,7801082-370570,7976581-286707,7922688-34646,7163184-294377,Vans Kids,Classic Slip-On Core (Toddler),(Checkerboard) Black/Pewter,34.20
201,201,1054,7163184-294379,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Boys;Girls,Canvas,,7898404-329101,8015689-4766,7698032-5743,7976997-356034,7163184-294378,Vans Kids,Classic Slip-On Core (Toddler),(Checkerboard) Black/True White FA11,32.99
202,202,1055,7163184-294397,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Boys;Girls,Canvas,,7978916-356761,7707719-755,7255074-238494,8036997-375357,7163184-294379,Vans Kids,Classic Slip-On Core (Toddler),(Checkerboard) Black/Pewter,34.20
203,203,1056,7163305-13855,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Boys;Girls,Canvas;Suede,,8063919-384953,7827856-203345,7980754-37269,8069024-387708,7163184-294397,,,,
204,204,1057,7163305-389056,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Boys;Girls,Canvas;Suede,,7898404-329101,7904380-6583,8022191-6,7972917-5667,7163305-13855,,,,
205,205,1058,7163446-14,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Lace up,Women,Leather;Nubuck,Closed Toe,7753011-5270,7745429-105825,7931265-9,7815720-375142,7163305-389056,SKECHERS,Premiums,White,77.95
206,206,1059,7163446-4418,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Lace up,Women,Leather;Nubuck,Closed Toe,7698880-3,7939157-239589,7695089-6452,8164784-102427,7163446-14,SKECHERS,Premiums,White,77.95
207,207,1060,7163446-8700,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Lace up,Women,Leather;Nubuck,Closed Toe,8034692-183092,119043-815,7991257-144,7630905-106,7163446-4418,SKECHERS,Premiums,White Smooth Leather/Blue Trim,74.00
208,208,1061,7163446-10599,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Lace up,Women,Leather;Nubuck,Closed Toe,7911245-1001,7886312-3,7797559-394909,7962139-349414,7163446-8700,SKECHERS,Premiums,White,77.95
209,209,1082,7165605-742,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men;Women,Leather,,7999551-363840,8031124-265123,7756792-91410,7884454-30172,7163446-10599,,,,
210,210,1083,7165606-110009,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Women,Mesh;Rubber;Synthetic,,7765346-744,8050377-23239,8068138-387167,8072725-389761,7165605-742,Onitsuka Tiger,Ultimate 81®,Charcoal/Black,89.95
211,211,1084,7165606-349018,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Women,Mesh;Rubber;Synthetic,,8034692-183092,7932617-238772,7875074-390758,8014534-44016,7165606-110009,Onitsuka Tiger,Ultimate 81®,Charcoal/Black,89.95
212,212,1085,7165607-11951,Shoes,Sneakers and Athletic Shoes,,Leather;Padded,Lace up,Women,Leather;Rubber;Suede,,8034692-183092,8022981-251692,7956874-347803,7989906-4830,7165606-349018,,,,
213,213,1086,7165607-351467,Shoes,Sneakers and Athletic Shoes,,Leather;Padded,Lace up,Women,Leather;Rubber;Suede,,7997010-460,7627305-6,7882222-151,7964029-238004,7165607-11951,,,,
214,214,1089,7166039-170977,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men;Women,Canvas;Leather;Suede,,7898404-329101,8056861-382168,7986988-1681,7971686-699,7165607-351467,Vans,Old Skool™,(Canvas) Black/True White,69.95
215,215,1091,7166071-6204,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Hook and Loop,Women,Cotton;Denim;Mesh;Patent Leather;Suede;Tweed,Bicycle Toe;Round Toe;Closed Toe,8067873-28814,7976195-45499,8102751-91742,7395178-4202,7166039-170977,,,,
216,216,1092,7166071-72533,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Hook and Loop,Women,Cotton;Denim;Mesh;Patent Leather;Suede;Tweed,Bicycle Toe;Round Toe;Closed Toe,8034692-183092,7255074-32435,7615262-144,8017551-9,7166071-6204,,,,
217,217,1093,7166071-365577,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Hook and Loop,Women,Cotton;Denim;Mesh;Patent Leather;Suede;Tweed,Bicycle Toe;Round Toe;Closed Toe,7296120-1834,8057141-382259,7676756-6887,7878818-320511,7166071-72533,,,,
218,218,1094,7166071-365578,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Hook and Loop,Women,Cotton;Denim;Mesh;Patent Leather;Suede;Tweed,Bicycle Toe;Round Toe;Closed Toe,7898404-329101,7977786-10623,7751677-339053,7976868-355946,7166071-365577,,,,
219,219,1095,7166071-365579,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Hook and Loop,Women,Cotton;Denim;Mesh;Patent Leather;Suede;Tweed,Bicycle Toe;Round Toe;Closed Toe,7296120-1834,7978359-356628,7976951-390081,7896041-281040,7166071-365578,,,,
220,220,1096,7166071-366222,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Hook and Loop,Women,Cotton;Denim;Mesh;Patent Leather;Suede;Tweed,Bicycle Toe;Round Toe;Closed Toe,7903475-330694,7884169-24150,7925413-353147,7971741-357975,7166071-365579,,,,
221,221,1097,7166191-144,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Nylon;Suede,,7296120-1834,7895967-223713,7978195-356545,7797558-356084,7166071-366222,,,,
222,222,1098,7166191-147,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Nylon;Suede,,7765346-744,7898527-325,7857548-313412,8046876-169143,7166191-144,,,,
223,223,1099,7166191-2078,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Nylon;Suede,,7296120-1834,8018168-632,7793114-107857,8090515-34137,7166191-147,,,,
224,224,1100,7166191-2295,Shoes,Sneakers and Athletic Shoes,Flat,,,Men,,,8034692-183092,8041380-100362,7608741-86121,7991260-361069,7166191-2078,,,,
225,225,1101,7166191-378274,Shoes,Sneakers and Athletic Shoes,Flat,,,Men,,,7997010-460,7643222-297703,7973255-401,7987693-375980,7166191-2295,,,,
226,226,1102,7166191-378277,Shoes,Sneakers and Athletic Shoes,Flat,,,Men,,,7997010-460,7548592-374587,7698032-5743,8000971-506,7166191-378274,,,,
227,227,1108,7167999-183092,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,,7879262-320809,7898375-320,7696310-1001,7312521-183092,7166191-378277,,,,
228,228,1109,7168197-9,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,,,8079854-7879,7474335-377327,7814660-391134,8071998-389427,7167999-183092,,,,
229,229,1110,7168197-17206,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,,,8034692-183092,7745429-330809,8069467-387915,7980002-16740,7168197-9,,,,
230,230,1114,7168495-487,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Canvas,Round Toe,7879262-320809,7978435-356652,8030888-373592,8020575-6,7168197-17206,Keds,Champion Canvas Lace Up,Navy Canvas,54.95
231,231,1115,7168495-720,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Canvas,Round Toe,7997010-460,8084138-42599,7810699-5667,7909925-1904,7168495-487,Keds,Champion Canvas Lace Up,White Canvas,54.95
232,232,1116,7168495-1165,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Canvas,Round Toe,8034692-183092,8074625-390451,7903944-330899,7992538-44763,7168495-720,Keds,Champion Canvas Lace Up,Black Canvas,54.95
